"","vendor","date","week","day","fuel","price","week_rank","origin"
"291","TankOno",2020-02-03,"2020/w05","Monday","DIESEL",23.88,"202004","webslurp"
"294","AXIGON",2020-02-03,"2020/w05","Monday","Diesel",25.36,"202004","webslurp"
"295","TwinTrans",2020-01-31,"2020/w04","Friday","JET",20,"202004","webslurp"
"298","TankOno",2020-01-31,"2020/w04","Friday","DIESEL",24.38,"202004","webslurp"
"297","TankOno",2020-01-31,"2020/w04","Friday","NATURAL95",24.71,"202004","webslurp"
"296","TankOno",2020-01-31,"2020/w04","Friday","NATURAL98",26.86,"202004","webslurp"
"299","AXIGON",2020-01-31,"2020/w04","Friday","Diesel",25.36,"202004","webslurp"
"300","TwinTrans",2020-01-30,"2020/w04","Thursday","JET",20.5,"202004","webslurp"
"303","TankOno",2020-01-30,"2020/w04","Thursday","NATURAL98",26.86,"202004","webslurp"
"302","TankOno",2020-01-30,"2020/w04","Thursday","NATURAL95",24.71,"202004","webslurp"
"301","TankOno",2020-01-30,"2020/w04","Thursday","DIESEL",24.38,"202004","webslurp"
"304","AXIGON",2020-01-30,"2020/w04","Thursday","Diesel",25.36,"202004","webslurp"
"305","TwinTrans",2020-01-29,"2020/w04","Wednesday","JET",20.5,"202004","webslurp"
"308","TankOno",2020-01-29,"2020/w04","Wednesday","DIESEL",24.38,"202004","webslurp"
"307","TankOno",2020-01-29,"2020/w04","Wednesday","NATURAL95",24.71,"202004","webslurp"
"306","TankOno",2020-01-29,"2020/w04","Wednesday","NATURAL98",26.86,"202004","webslurp"
"309","AXIGON",2020-01-29,"2020/w04","Wednesday","Diesel",25.36,"202004","webslurp"
"310","TwinTrans",2020-01-28,"2020/w04","Tuesday","JET",20.5,"202004","webslurp"
"313","TankOno",2020-01-28,"2020/w04","Tuesday","NATURAL98",26.86,"202004","webslurp"
"312","TankOno",2020-01-28,"2020/w04","Tuesday","NATURAL95",24.71,"202004","webslurp"
"311","TankOno",2020-01-28,"2020/w04","Tuesday","DIESEL",24.38,"202004","webslurp"
"314","AXIGON",2020-01-28,"2020/w04","Tuesday","Diesel",25.36,"202004","webslurp"
"315","TwinTrans",2020-01-27,"2020/w04","Monday","JET",20.5,"202003","webslurp"
"318","TankOno",2020-01-27,"2020/w04","Monday","DIESEL",24.38,"202003","webslurp"
"317","TankOno",2020-01-27,"2020/w04","Monday","NATURAL95",24.71,"202003","webslurp"
"316","TankOno",2020-01-27,"2020/w04","Monday","NATURAL98",26.86,"202003","webslurp"
"319","AXIGON",2020-01-27,"2020/w04","Monday","Diesel",25.61,"202003","webslurp"
"320","TwinTrans",2020-01-24,"2020/w03","Friday","JET",20.5,"202003","webslurp"
"323","TankOno",2020-01-24,"2020/w03","Friday","NATURAL98",26.86,"202003","webslurp"
"322","TankOno",2020-01-24,"2020/w03","Friday","NATURAL95",24.71,"202003","webslurp"
"321","TankOno",2020-01-24,"2020/w03","Friday","DIESEL",24.71,"202003","webslurp"
"324","AXIGON",2020-01-24,"2020/w03","Friday","Diesel",25.61,"202003","webslurp"
"325","TwinTrans",2020-01-23,"2020/w03","Thursday","JET",20.5,"202003","webslurp"
"328","TankOno",2020-01-23,"2020/w03","Thursday","DIESEL",24.71,"202003","webslurp"
"327","TankOno",2020-01-23,"2020/w03","Thursday","NATURAL95",24.71,"202003","webslurp"
"326","TankOno",2020-01-23,"2020/w03","Thursday","NATURAL98",26.86,"202003","webslurp"
"329","AXIGON",2020-01-23,"2020/w03","Thursday","Diesel",25.61,"202003","webslurp"
"330","TwinTrans",2020-01-22,"2020/w03","Wednesday","JET",20.5,"202003","webslurp"
"333","TankOno",2020-01-22,"2020/w03","Wednesday","DIESEL",24.71,"202003","webslurp"
"332","TankOno",2020-01-22,"2020/w03","Wednesday","NATURAL95",24.71,"202003","webslurp"
"331","TankOno",2020-01-22,"2020/w03","Wednesday","NATURAL98",26.86,"202003","webslurp"
"334","AXIGON",2020-01-22,"2020/w03","Wednesday","Diesel",25.61,"202003","webslurp"
"335","TwinTrans",2020-01-21,"2020/w03","Tuesday","JET",20.5,"202003","webslurp"
"338","TankOno",2020-01-21,"2020/w03","Tuesday","NATURAL98",26.86,"202003","webslurp"
"337","TankOno",2020-01-21,"2020/w03","Tuesday","NATURAL95",24.71,"202003","webslurp"
"336","TankOno",2020-01-21,"2020/w03","Tuesday","DIESEL",24.71,"202003","webslurp"
"339","AXIGON",2020-01-21,"2020/w03","Tuesday","Diesel",25.61,"202003","webslurp"
"340","TwinTrans",2020-01-20,"2020/w03","Monday","JET",20.5,"202002","webslurp"
"343","TankOno",2020-01-20,"2020/w03","Monday","DIESEL",24.71,"202002","webslurp"
"342","TankOno",2020-01-20,"2020/w03","Monday","NATURAL95",24.71,"202002","webslurp"
"341","TankOno",2020-01-20,"2020/w03","Monday","NATURAL98",26.86,"202002","webslurp"
"344","AXIGON",2020-01-20,"2020/w03","Monday","Diesel",26.02,"202002","webslurp"
"345","TwinTrans",2020-01-17,"2020/w02","Friday","JET",20.5,"202002","webslurp"
"348","TankOno",2020-01-17,"2020/w02","Friday","NATURAL98",27.19,"202002","webslurp"
"347","TankOno",2020-01-17,"2020/w02","Friday","NATURAL95",25.21,"202002","webslurp"
"346","TankOno",2020-01-17,"2020/w02","Friday","DIESEL",25.21,"202002","webslurp"
"349","AXIGON",2020-01-17,"2020/w02","Friday","Diesel",26.02,"202002","webslurp"
"350","TwinTrans",2020-01-16,"2020/w02","Thursday","JET",20.5,"202002","webslurp"
"353","TankOno",2020-01-16,"2020/w02","Thursday","DIESEL",25.21,"202002","webslurp"
"352","TankOno",2020-01-16,"2020/w02","Thursday","NATURAL95",25.21,"202002","webslurp"
"351","TankOno",2020-01-16,"2020/w02","Thursday","NATURAL98",27.19,"202002","webslurp"
"354","AXIGON",2020-01-16,"2020/w02","Thursday","Diesel",26.02,"202002","webslurp"
"355","TwinTrans",2020-01-15,"2020/w02","Wednesday","JET",20.5,"202002","webslurp"
"358","TankOno",2020-01-15,"2020/w02","Wednesday","NATURAL98",27.19,"202002","webslurp"
"357","TankOno",2020-01-15,"2020/w02","Wednesday","NATURAL95",25.21,"202002","webslurp"
"356","TankOno",2020-01-15,"2020/w02","Wednesday","DIESEL",25.21,"202002","webslurp"
"359","AXIGON",2020-01-15,"2020/w02","Wednesday","Diesel",26.02,"202002","webslurp"
"360","TwinTrans",2020-01-14,"2020/w02","Tuesday","JET",20.5,"202002","webslurp"
"363","TankOno",2020-01-14,"2020/w02","Tuesday","DIESEL",25.21,"202002","webslurp"
"362","TankOno",2020-01-14,"2020/w02","Tuesday","NATURAL95",25.21,"202002","webslurp"
"361","TankOno",2020-01-14,"2020/w02","Tuesday","NATURAL98",27.19,"202002","webslurp"
"364","AXIGON",2020-01-14,"2020/w02","Tuesday","Diesel",26.02,"202002","webslurp"
"365","TwinTrans",2020-01-13,"2020/w02","Monday","JET",20.5,"202001","webslurp"
"368","TankOno",2020-01-13,"2020/w02","Monday","NATURAL98",27.19,"202001","webslurp"
"367","TankOno",2020-01-13,"2020/w02","Monday","NATURAL95",25.21,"202001","webslurp"
"366","TankOno",2020-01-13,"2020/w02","Monday","DIESEL",25.21,"202001","webslurp"
"369","AXIGON",2020-01-13,"2020/w02","Monday","Diesel",26.36,"202001","webslurp"
"370","TwinTrans",2020-01-10,"2020/w01","Friday","JET",20.5,"202001","webslurp"
"373","TankOno",2020-01-10,"2020/w01","Friday","DIESEL",25.21,"202001","webslurp"
"372","TankOno",2020-01-10,"2020/w01","Friday","NATURAL95",25.21,"202001","webslurp"
"371","TankOno",2020-01-10,"2020/w01","Friday","NATURAL98",27.19,"202001","webslurp"
"374","AXIGON",2020-01-10,"2020/w01","Friday","Diesel",26.36,"202001","webslurp"
"375","TwinTrans",2020-01-09,"2020/w01","Thursday","JET",20.5,"202001","webslurp"
"378","TankOno",2020-01-09,"2020/w01","Thursday","NATURAL98",27.19,"202001","webslurp"
"377","TankOno",2020-01-09,"2020/w01","Thursday","NATURAL95",25.21,"202001","webslurp"
"376","TankOno",2020-01-09,"2020/w01","Thursday","DIESEL",25.21,"202001","webslurp"
"379","AXIGON",2020-01-09,"2020/w01","Thursday","Diesel",26.36,"202001","webslurp"
"380","TwinTrans",2020-01-08,"2020/w01","Wednesday","JET",20.5,"202001","webslurp"
"383","TankOno",2020-01-08,"2020/w01","Wednesday","DIESEL",25.21,"202001","webslurp"
"382","TankOno",2020-01-08,"2020/w01","Wednesday","NATURAL95",25.21,"202001","webslurp"
"381","TankOno",2020-01-08,"2020/w01","Wednesday","NATURAL98",27.19,"202001","webslurp"
"384","AXIGON",2020-01-08,"2020/w01","Wednesday","Diesel",26.36,"202001","webslurp"
"385","TwinTrans",2020-01-07,"2020/w01","Tuesday","JET",20.5,"202001","webslurp"
"388","TankOno",2020-01-07,"2020/w01","Tuesday","DIESEL",25.21,"202001","webslurp"
"387","TankOno",2020-01-07,"2020/w01","Tuesday","NATURAL95",25.21,"202001","webslurp"
"386","TankOno",2020-01-07,"2020/w01","Tuesday","NATURAL98",27.19,"202001","webslurp"
"389","AXIGON",2020-01-07,"2020/w01","Tuesday","Diesel",26.36,"202001","webslurp"
"390","TwinTrans",2020-01-06,"2020/w01","Monday","JET",20.5,"202000","webslurp"
"393","TankOno",2020-01-06,"2020/w01","Monday","NATURAL98",27.19,"202000","webslurp"
"392","TankOno",2020-01-06,"2020/w01","Monday","NATURAL95",25.21,"202000","webslurp"
"391","TankOno",2020-01-06,"2020/w01","Monday","DIESEL",25.21,"202000","webslurp"
"394","AXIGON",2020-01-06,"2020/w01","Monday","Diesel",26.07,"202000","webslurp"
"395","TwinTrans",2020-01-05,"2020/w00","Sunday","JET",20.5,"202000","webslurp"
"398","TankOno",2020-01-05,"2020/w00","Sunday","DIESEL",25.21,"202000","webslurp"
"397","TankOno",2020-01-05,"2020/w00","Sunday","NATURAL95",25.21,"202000","webslurp"
"396","TankOno",2020-01-05,"2020/w00","Sunday","NATURAL98",27.19,"202000","webslurp"
"399","AXIGON",2020-01-05,"2020/w00","Sunday","Diesel",26.07,"202000","webslurp"
"400","TwinTrans",2020-01-02,"2020/w00","Thursday","JET",20.5,"202000","webslurp"
"403","TankOno",2020-01-02,"2020/w00","Thursday","NATURAL98",26.86,"202000","webslurp"
"402","TankOno",2020-01-02,"2020/w00","Thursday","NATURAL95",24.71,"202000","webslurp"
"401","TankOno",2020-01-02,"2020/w00","Thursday","DIESEL",24.71,"202000","webslurp"
"404","AXIGON",2020-01-02,"2020/w00","Thursday","Diesel",26.07,"202000","webslurp"
"405","TwinTrans",2019-12-31,"2019/w52","Tuesday","JET",20.5,"201952","webslurp"
"408","TankOno",2019-12-31,"2019/w52","Tuesday","DIESEL",24.71,"201952","webslurp"
"407","TankOno",2019-12-31,"2019/w52","Tuesday","NATURAL95",24.71,"201952","webslurp"
"406","TankOno",2019-12-31,"2019/w52","Tuesday","NATURAL98",26.86,"201952","webslurp"
"409","AXIGON",2019-12-31,"2019/w52","Tuesday","Diesel",26.07,"201952","webslurp"
"410","TwinTrans",2019-12-30,"2019/w52","Monday","JET",20.5,"201951","webslurp"
"413","TankOno",2019-12-30,"2019/w52","Monday","DIESEL",24.71,"201951","webslurp"
"412","TankOno",2019-12-30,"2019/w52","Monday","NATURAL95",24.71,"201951","webslurp"
"411","TankOno",2019-12-30,"2019/w52","Monday","NATURAL98",26.86,"201951","webslurp"
"414","AXIGON",2019-12-30,"2019/w52","Monday","Diesel",25.78,"201951","webslurp"
"415","TwinTrans",2019-12-27,"2019/w51","Friday","JET",20.5,"201951","webslurp"
"418","TankOno",2019-12-27,"2019/w51","Friday","DIESEL",24.71,"201951","webslurp"
"417","TankOno",2019-12-27,"2019/w51","Friday","NATURAL95",24.71,"201951","webslurp"
"416","TankOno",2019-12-27,"2019/w51","Friday","NATURAL98",26.86,"201951","webslurp"
"419","AXIGON",2019-12-27,"2019/w51","Friday","Diesel",25.78,"201951","webslurp"
"420","TwinTrans",2019-12-20,"2019/w50","Friday","JET",20.5,"201950","webslurp"
"423","TankOno",2019-12-20,"2019/w50","Friday","NATURAL98",26.86,"201950","webslurp"
"422","TankOno",2019-12-20,"2019/w50","Friday","NATURAL95",24.71,"201950","webslurp"
"421","TankOno",2019-12-20,"2019/w50","Friday","DIESEL",24.71,"201950","webslurp"
"424","AXIGON",2019-12-20,"2019/w50","Friday","Diesel",25.45,"201950","webslurp"
"425","TwinTrans",2019-12-19,"2019/w50","Thursday","JET",20.5,"201950","webslurp"
"428","TankOno",2019-12-19,"2019/w50","Thursday","NATURAL98",26.86,"201950","webslurp"
"427","TankOno",2019-12-19,"2019/w50","Thursday","NATURAL95",24.71,"201950","webslurp"
"426","TankOno",2019-12-19,"2019/w50","Thursday","DIESEL",24.71,"201950","webslurp"
"429","AXIGON",2019-12-19,"2019/w50","Thursday","Diesel",25.45,"201950","webslurp"
"430","TwinTrans",2019-12-18,"2019/w50","Wednesday","JET",20.5,"201950","webslurp"
"433","TankOno",2019-12-18,"2019/w50","Wednesday","DIESEL",24.71,"201950","webslurp"
"432","TankOno",2019-12-18,"2019/w50","Wednesday","NATURAL95",24.71,"201950","webslurp"
"431","TankOno",2019-12-18,"2019/w50","Wednesday","NATURAL98",26.86,"201950","webslurp"
"434","AXIGON",2019-12-18,"2019/w50","Wednesday","Diesel",25.45,"201950","webslurp"
"435","TwinTrans",2019-12-17,"2019/w50","Tuesday","JET",20.5,"201950","webslurp"
"438","TankOno",2019-12-17,"2019/w50","Tuesday","NATURAL98",26.86,"201950","webslurp"
"437","TankOno",2019-12-17,"2019/w50","Tuesday","NATURAL95",24.71,"201950","webslurp"
"436","TankOno",2019-12-17,"2019/w50","Tuesday","DIESEL",24.71,"201950","webslurp"
"439","AXIGON",2019-12-17,"2019/w50","Tuesday","Diesel",25.45,"201950","webslurp"
"440","TwinTrans",2019-12-16,"2019/w50","Monday","JET",20.5,"201949","webslurp"
"443","TankOno",2019-12-16,"2019/w50","Monday","DIESEL",24.71,"201949","webslurp"
"442","TankOno",2019-12-16,"2019/w50","Monday","NATURAL95",24.71,"201949","webslurp"
"441","TankOno",2019-12-16,"2019/w50","Monday","NATURAL98",26.86,"201949","webslurp"
"444","AXIGON",2019-12-16,"2019/w50","Monday","Diesel",25.36,"201949","webslurp"
"445","TwinTrans",2019-12-13,"2019/w49","Friday","JET",20.5,"201949","webslurp"
"448","TankOno",2019-12-13,"2019/w49","Friday","NATURAL98",26.86,"201949","webslurp"
"447","TankOno",2019-12-13,"2019/w49","Friday","NATURAL95",24.71,"201949","webslurp"
"446","TankOno",2019-12-13,"2019/w49","Friday","DIESEL",24.71,"201949","webslurp"
"449","AXIGON",2019-12-13,"2019/w49","Friday","Diesel",25.36,"201949","webslurp"
"450","TwinTrans",2019-12-12,"2019/w49","Thursday","JET",20.5,"201949","webslurp"
"453","TankOno",2019-12-12,"2019/w49","Thursday","DIESEL",24.71,"201949","webslurp"
"452","TankOno",2019-12-12,"2019/w49","Thursday","NATURAL95",24.71,"201949","webslurp"
"451","TankOno",2019-12-12,"2019/w49","Thursday","NATURAL98",26.86,"201949","webslurp"
"454","AXIGON",2019-12-12,"2019/w49","Thursday","Diesel",25.36,"201949","webslurp"
"455","TwinTrans",2019-12-11,"2019/w49","Wednesday","JET",20.5,"201949","webslurp"
"458","TankOno",2019-12-11,"2019/w49","Wednesday","DIESEL",24.71,"201949","webslurp"
"457","TankOno",2019-12-11,"2019/w49","Wednesday","NATURAL95",24.71,"201949","webslurp"
"456","TankOno",2019-12-11,"2019/w49","Wednesday","NATURAL98",26.86,"201949","webslurp"
"459","AXIGON",2019-12-11,"2019/w49","Wednesday","Diesel",25.36,"201949","webslurp"
"460","TwinTrans",2019-12-10,"2019/w49","Tuesday","JET",20.5,"201949","webslurp"
"463","TankOno",2019-12-10,"2019/w49","Tuesday","NATURAL98",26.86,"201949","webslurp"
"462","TankOno",2019-12-10,"2019/w49","Tuesday","NATURAL95",24.71,"201949","webslurp"
"461","TankOno",2019-12-10,"2019/w49","Tuesday","DIESEL",24.71,"201949","webslurp"
"464","AXIGON",2019-12-10,"2019/w49","Tuesday","Diesel",25.36,"201949","webslurp"
"465","TwinTrans",2019-12-09,"2019/w49","Monday","JET",20.5,"201948","webslurp"
"468","TankOno",2019-12-09,"2019/w49","Monday","DIESEL",24.71,"201948","webslurp"
"467","TankOno",2019-12-09,"2019/w49","Monday","NATURAL95",24.71,"201948","webslurp"
"466","TankOno",2019-12-09,"2019/w49","Monday","NATURAL98",26.86,"201948","webslurp"
"469","AXIGON",2019-12-09,"2019/w49","Monday","Diesel",25.45,"201948","webslurp"
"470","TwinTrans",2019-12-06,"2019/w48","Friday","JET",20.5,"201948","webslurp"
"473","TankOno",2019-12-06,"2019/w48","Friday","DIESEL",24.71,"201948","webslurp"
"472","TankOno",2019-12-06,"2019/w48","Friday","NATURAL95",25.21,"201948","webslurp"
"471","TankOno",2019-12-06,"2019/w48","Friday","NATURAL98",27.19,"201948","webslurp"
"474","AXIGON",2019-12-06,"2019/w48","Friday","Diesel",25.45,"201948","webslurp"
"475","TwinTrans",2019-12-05,"2019/w48","Thursday","JET",20.5,"201948","webslurp"
"476","AXIGON",2019-12-05,"2019/w48","Thursday","Diesel",25.45,"201948","webslurp"
"477","TwinTrans",2019-12-04,"2019/w48","Wednesday","JET",20.5,"201948","webslurp"
"478","AXIGON",2019-12-04,"2019/w48","Wednesday","Diesel",25.45,"201948","webslurp"
"479","AXIGON",2019-12-03,"2019/w48","Tuesday","Diesel",25.45,"201948","webslurp"
"480","AXIGON",2019-12-02,"2019/w48","Monday","Diesel",25.41,"201947","webslurp"
"481","AXIGON",2019-11-29,"2019/w47","Friday","Diesel",25.41,"201947","webslurp"
"482","AXIGON",2019-11-28,"2019/w47","Thursday","Diesel",25.41,"201947","webslurp"
"483","AXIGON",2019-11-27,"2019/w47","Wednesday","Diesel",25.41,"201947","webslurp"
"484","AXIGON",2019-11-26,"2019/w47","Tuesday","Diesel",25.41,"201947","webslurp"
"485","AXIGON",2019-11-25,"2019/w47","Monday","Diesel",25.58,"201946","webslurp"
"486","AXIGON",2019-11-23,"2019/w46","Saturday","Diesel",25.58,"201946","webslurp"
"487","AXIGON",2019-11-22,"2019/w46","Friday","Diesel",25.58,"201946","webslurp"
"488","AXIGON",2019-11-19,"2019/w46","Tuesday","Diesel",25.28,"201946","manual_input"
"489","AXIGON",2019-11-18,"2019/w46","Monday","Diesel",25.53,"201945","webslurp"
"490","AXIGON",2019-11-15,"2019/w45","Friday","Diesel",25.53,"201945","webslurp"
"491","AXIGON",2019-11-14,"2019/w45","Thursday","Diesel",25.53,"201945","webslurp"
"492","AXIGON",2019-11-13,"2019/w45","Wednesday","Diesel",25.53,"201945","webslurp"
"493","AXIGON",2019-11-12,"2019/w45","Tuesday","Diesel",25.53,"201945","webslurp"
"494","AXIGON",2019-11-11,"2019/w45","Monday","Diesel",25.45,"201944","webslurp"
"495","AXIGON",2019-11-09,"2019/w44","Saturday","Diesel",25.45,"201944","importXLS"
"496","AXIGON",2019-11-08,"2019/w44","Friday","Diesel",25.45,"201944","webslurp"
"497","AXIGON",2019-11-07,"2019/w44","Thursday","Diesel",25.45,"201944","webslurp"
"498","AXIGON",2019-11-06,"2019/w44","Wednesday","Diesel",25.45,"201944","importXLS"
"499","AXIGON",2019-11-05,"2019/w44","Tuesday","Diesel",25.45,"201944","importXLS"
"500","AXIGON",2019-11-04,"2019/w44","Monday","Diesel",25.45,"201944","importXLS"
"501","AXIGON",2019-11-03,"2019/w43","Sunday","Diesel",25.45,"201943","importXLS"
"502","AXIGON",2019-11-02,"2019/w43","Saturday","Diesel",25.45,"201943","importXLS"
"503","AXIGON",2019-11-01,"2019/w43","Friday","Diesel",25.45,"201943","importXLS"
"504","AXIGON",2019-10-31,"2019/w43","Thursday","Diesel",25.45,"201943","importXLS"
"505","AXIGON",2019-10-30,"2019/w43","Wednesday","Diesel",25.45,"201943","importXLS"
"506","AXIGON",2019-10-29,"2019/w43","Tuesday","Diesel",25.45,"201943","importXLS"
"507","AXIGON",2019-10-28,"2019/w43","Monday","Diesel",25.45,"201943","importXLS"
"508","AXIGON",2019-10-27,"2019/w42","Sunday","Diesel",25.45,"201942","importXLS"
"509","AXIGON",2019-10-26,"2019/w42","Saturday","Diesel",25.45,"201942","importXLS"
"510","AXIGON",2019-10-25,"2019/w42","Friday","Diesel",25.45,"201942","importXLS"
"511","AXIGON",2019-10-24,"2019/w42","Thursday","Diesel",25.45,"201942","importXLS"
"512","AXIGON",2019-10-23,"2019/w42","Wednesday","Diesel",25.45,"201942","importXLS"
"513","AXIGON",2019-10-22,"2019/w42","Tuesday","Diesel",25.45,"201942","importXLS"
"514","AXIGON",2019-10-21,"2019/w42","Monday","Diesel",25.45,"201942","importXLS"
"515","AXIGON",2019-10-20,"2019/w41","Sunday","Diesel",25.54,"201941","importXLS"
"516","AXIGON",2019-10-19,"2019/w41","Saturday","Diesel",25.54,"201941","importXLS"
"517","AXIGON",2019-10-18,"2019/w41","Friday","Diesel",25.54,"201941","importXLS"
"518","AXIGON",2019-10-17,"2019/w41","Thursday","Diesel",25.54,"201941","importXLS"
"519","AXIGON",2019-10-16,"2019/w41","Wednesday","Diesel",25.54,"201941","importXLS"
"520","AXIGON",2019-10-15,"2019/w41","Tuesday","Diesel",25.54,"201941","importXLS"
"521","AXIGON",2019-10-14,"2019/w41","Monday","Diesel",25.54,"201941","importXLS"
"522","AXIGON",2019-10-13,"2019/w40","Sunday","Diesel",25.54,"201940","importXLS"
"523","AXIGON",2019-10-12,"2019/w40","Saturday","Diesel",25.54,"201940","importXLS"
"524","AXIGON",2019-10-11,"2019/w40","Friday","Diesel",25.54,"201940","importXLS"
"525","AXIGON",2019-10-10,"2019/w40","Thursday","Diesel",25.54,"201940","importXLS"
"526","AXIGON",2019-10-09,"2019/w40","Wednesday","Diesel",25.54,"201940","importXLS"
"527","AXIGON",2019-10-08,"2019/w40","Tuesday","Diesel",25.54,"201940","importXLS"
"528","AXIGON",2019-10-07,"2019/w40","Monday","Diesel",25.54,"201940","importXLS"
"529","AXIGON",2019-10-06,"2019/w39","Sunday","Diesel",25.86,"201939","importXLS"
"530","AXIGON",2019-10-05,"2019/w39","Saturday","Diesel",25.86,"201939","importXLS"
"531","AXIGON",2019-10-04,"2019/w39","Friday","Diesel",25.86,"201939","importXLS"
"532","AXIGON",2019-10-03,"2019/w39","Thursday","Diesel",25.86,"201939","importXLS"
"533","AXIGON",2019-10-02,"2019/w39","Wednesday","Diesel",25.86,"201939","importXLS"
"534","AXIGON",2019-10-01,"2019/w39","Tuesday","Diesel",25.86,"201939","importXLS"
"535","AXIGON",2019-09-30,"2019/w39","Monday","Diesel",25.86,"201939","importXLS"
"536","AXIGON",2019-09-29,"2019/w38","Sunday","Diesel",26.02,"201938","importXLS"
"537","AXIGON",2019-09-28,"2019/w38","Saturday","Diesel",26.02,"201938","importXLS"
"538","AXIGON",2019-09-27,"2019/w38","Friday","Diesel",26.02,"201938","importXLS"
"539","AXIGON",2019-09-26,"2019/w38","Thursday","Diesel",26.02,"201938","importXLS"
"540","AXIGON",2019-09-25,"2019/w38","Wednesday","Diesel",26.02,"201938","importXLS"
"541","AXIGON",2019-09-24,"2019/w38","Tuesday","Diesel",26.02,"201938","importXLS"
"542","AXIGON",2019-09-23,"2019/w38","Monday","Diesel",26.02,"201938","importXLS"
"543","AXIGON",2019-09-22,"2019/w37","Sunday","Diesel",26.19,"201937","importXLS"
"544","AXIGON",2019-09-21,"2019/w37","Saturday","Diesel",26.19,"201937","importXLS"
"545","AXIGON",2019-09-20,"2019/w37","Friday","Diesel",26.19,"201937","importXLS"
"546","AXIGON",2019-09-19,"2019/w37","Thursday","Diesel",26.19,"201937","importXLS"
"547","AXIGON",2019-09-18,"2019/w37","Wednesday","Diesel",26.19,"201937","importXLS"
"548","AXIGON",2019-09-17,"2019/w37","Tuesday","Diesel",26.19,"201937","importXLS"
"549","AXIGON",2019-09-16,"2019/w37","Monday","Diesel",26.19,"201937","importXLS"
"550","AXIGON",2019-09-15,"2019/w36","Sunday","Diesel",25.53,"201936","importXLS"
"551","AXIGON",2019-09-14,"2019/w36","Saturday","Diesel",25.53,"201936","importXLS"
"552","AXIGON",2019-09-13,"2019/w36","Friday","Diesel",25.53,"201936","importXLS"
"553","AXIGON",2019-09-12,"2019/w36","Thursday","Diesel",25.53,"201936","importXLS"
"554","AXIGON",2019-09-11,"2019/w36","Wednesday","Diesel",25.53,"201936","importXLS"
"555","AXIGON",2019-09-10,"2019/w36","Tuesday","Diesel",25.53,"201936","importXLS"
"556","AXIGON",2019-09-09,"2019/w36","Monday","Diesel",25.53,"201936","importXLS"
"557","AXIGON",2019-09-08,"2019/w35","Sunday","Diesel",25.28,"201935","importXLS"
"558","AXIGON",2019-09-07,"2019/w35","Saturday","Diesel",25.28,"201935","importXLS"
"559","AXIGON",2019-09-06,"2019/w35","Friday","Diesel",25.28,"201935","importXLS"
"560","AXIGON",2019-09-05,"2019/w35","Thursday","Diesel",25.28,"201935","importXLS"
"561","AXIGON",2019-09-04,"2019/w35","Wednesday","Diesel",25.28,"201935","importXLS"
"562","AXIGON",2019-09-03,"2019/w35","Tuesday","Diesel",25.28,"201935","importXLS"
"563","AXIGON",2019-09-02,"2019/w35","Monday","Diesel",25.28,"201935","importXLS"
"564","AXIGON",2019-09-01,"2019/w34","Sunday","Diesel",25.12,"201934","importXLS"
"565","AXIGON",2019-08-31,"2019/w34","Saturday","Diesel",25.12,"201934","importXLS"
"566","AXIGON",2019-08-30,"2019/w34","Friday","Diesel",25.12,"201934","importXLS"
"567","AXIGON",2019-08-29,"2019/w34","Thursday","Diesel",25.12,"201934","importXLS"
"568","AXIGON",2019-08-28,"2019/w34","Wednesday","Diesel",25.12,"201934","importXLS"
"569","AXIGON",2019-08-27,"2019/w34","Tuesday","Diesel",25.12,"201934","importXLS"
"570","AXIGON",2019-08-26,"2019/w34","Monday","Diesel",25.12,"201934","importXLS"
"571","AXIGON",2019-08-25,"2019/w33","Sunday","Diesel",25.03,"201933","importXLS"
"572","AXIGON",2019-08-24,"2019/w33","Saturday","Diesel",25.03,"201933","importXLS"
"573","AXIGON",2019-08-23,"2019/w33","Friday","Diesel",25.03,"201933","importXLS"
"574","AXIGON",2019-08-22,"2019/w33","Thursday","Diesel",25.03,"201933","importXLS"
"575","AXIGON",2019-08-21,"2019/w33","Wednesday","Diesel",25.03,"201933","importXLS"
"576","AXIGON",2019-08-20,"2019/w33","Tuesday","Diesel",25.03,"201933","importXLS"
"577","AXIGON",2019-08-19,"2019/w33","Monday","Diesel",25.03,"201933","importXLS"
"578","AXIGON",2019-08-18,"2019/w32","Sunday","Diesel",24.79,"201932","importXLS"
"579","AXIGON",2019-08-17,"2019/w32","Saturday","Diesel",24.79,"201932","importXLS"
"580","AXIGON",2019-08-16,"2019/w32","Friday","Diesel",24.79,"201932","importXLS"
"581","AXIGON",2019-08-15,"2019/w32","Thursday","Diesel",24.79,"201932","importXLS"
"582","AXIGON",2019-08-14,"2019/w32","Wednesday","Diesel",24.79,"201932","importXLS"
"583","AXIGON",2019-08-13,"2019/w32","Tuesday","Diesel",24.79,"201932","importXLS"
"584","AXIGON",2019-08-12,"2019/w32","Monday","Diesel",24.79,"201932","importXLS"
"585","AXIGON",2019-08-11,"2019/w31","Sunday","Diesel",25.36,"201931","importXLS"
"586","AXIGON",2019-08-10,"2019/w31","Saturday","Diesel",25.36,"201931","importXLS"
"587","AXIGON",2019-08-09,"2019/w31","Friday","Diesel",25.36,"201931","importXLS"
"588","AXIGON",2019-08-08,"2019/w31","Thursday","Diesel",25.36,"201931","importXLS"
